Age,Workclass,Final Weight,EducationNum,Occupation,Capital Gain,capital loss,Hours per Week,Native Country,Income
27, Private,175387,13, Exec-managerial,0,1876,40, United-States,0
54, Private,182854,9, Craft-repair,0,0,45, United-States,0
29, Private,134890,13, Tech-support,0,0,40, United-States,1
28, Private,31801,9, Handlers-cleaners,0,0,60, United-States,0
62, Private,160143,15, Prof-specialty,0,0,30, United-States,1
30, Private,112115,13, Exec-managerial,0,0,50, United-States,1
48, ?,174533,7, ?,0,0,40, United-States,0
54, Private,98535,13, Exec-managerial,0,0,40, United-States,1
46, Federal-gov,31141,10, Transport-moving,0,0,40, United-States,0
18, Private,234428,7, Other-service,0,0,20, United-States,0
20, Private,375698,10, Adm-clerical,0,0,15, United-States,0
50, Federal-gov,65160,13, Exec-managerial,0,0,40, United-States,0
29, Private,342989,9, Adm-clerical,0,0,40, United-States,0
20, Private,298227,10, Sales,0,0,35, United-States,0
47, Private,187969,7, Other-service,0,0,38, United-States,0
55, Private,129173,9, Handlers-cleaners,0,0,40, United-States,0
29, Private,319149,8, Transport-moving,0,0,40, Mexico,0
34, Private,54850,13, Exec-managerial,0,1590,50, United-States,0
36, Private,133569,2, Farming-fishing,0,0,40, Mexico,0
76, Private,278938,13, Prof-specialty,0,0,20, United-States,0
54, Private,175912,9, Machine-op-inspct,914,0,40, United-States,0
17, Private,181580,7, Other-service,0,0,16, United-States,0
27, Private,215504,13, Sales,0,1848,55, United-States,1
44, Private,230592,13, Tech-support,0,0,35, United-States,0
63, Private,298113,10, Other-service,0,0,40, United-States,0
27, State-gov,68393,13, Adm-clerical,0,0,40, United-States,0
50, Private,187830,13, Exec-managerial,0,0,50, United-States,1
19, State-gov,431745,7, Other-service,0,0,30, United-States,0
21, Private,205759,9, Handlers-cleaners,0,0,40, United-States,0
40, Private,82465,10, Machine-op-inspct,2580,0,40, United-States,0
20, ?,41035,10, ?,0,0,20, United-States,0
34, ?,362787,9, ?,0,0,35, United-States,0
44, Private,145441,13, Exec-managerial,7298,0,48, United-States,1
18, ?,30246,10, ?,0,0,20, United-States,0
37, Private,224566,9, Craft-repair,0,0,40, United-States,0
41, Private,112283,9, Craft-repair,0,0,60, United-States,1
24, Local-gov,162919,10, Adm-clerical,0,0,40, United-States,0
41, Private,82319,8, Other-service,0,0,10, United-States,0
54, Private,294991,6, Handlers-cleaners,0,0,40, United-States,0
35, Private,30381,13, Sales,0,0,45, United-States,1
32, Private,114746,9, Handlers-cleaners,0,0,60, South,0
22, Private,117606,13, Adm-clerical,0,0,25, United-States,0
17, Private,136363,6, Other-service,0,0,20, United-States,0
19, ?,169758,10, ?,0,0,40, United-States,0
50, Private,22211,14, Prof-specialty,7688,0,50, United-States,1
34, Private,206297,13, Exec-managerial,0,0,48, United-States,1
40, Federal-gov,298635,14, Tech-support,0,1902,40, Philippines,1
37, Private,215503,9, Exec-managerial,4386,0,45, United-States,1
47, Private,149337,13, Adm-clerical,0,0,60, United-States,0
64, Federal-gov,199298,4, Other-service,0,0,30, Puerto-Rico,0
48, Private,20296,9, Adm-clerical,0,0,37, United-States,1
36, Self-emp-not-inc,67728,13, Sales,0,0,50, United-States,1
35, Self-emp-not-inc,225399,9, Machine-op-inspct,8614,0,40, United-States,1
28, Private,227840,9, Transport-moving,0,0,40, United-States,0
55, Private,175071,10, Craft-repair,15024,0,40, United-States,1
52, Private,123011,10, Exec-managerial,0,0,45, United-States,1
38, Private,103925,9, Adm-clerical,0,0,35, United-States,0
18, Private,266489,10, Exec-managerial,0,0,50, United-States,0
23, Private,169188,10, Exec-managerial,0,0,25, United-States,0
35, ?,117528,11, ?,0,0,40, United-States,1
56, Private,444089,7, Sales,0,0,40, United-States,0
23, Private,1038553,9, Exec-managerial,0,0,45, United-States,0
20, Private,163205,10, Other-service,0,0,30, United-States,0
21, Private,149224,10, Transport-moving,0,0,30, United-States,0
57, Private,145189,10, Adm-clerical,0,0,40, United-States,0
25, State-gov,176077,14, Prof-specialty,0,0,37, United-States,0
17, Private,114420,7, Sales,0,0,30, United-States,0
39, Private,231491,9, Handlers-cleaners,0,0,40, United-States,0
25, Private,397962,9, Adm-clerical,0,0,40, United-States,0
48, Private,147860,9, Handlers-cleaners,0,0,40, United-States,0
42, Private,83411,10, Exec-managerial,0,1408,40, United-States,0
23, Local-gov,157331,13, Prof-specialty,0,0,40, United-States,0
34, Self-emp-not-inc,156890,9, Exec-managerial,0,0,50, United-States,0
34, Self-emp-not-inc,190290,9, Craft-repair,0,0,40, United-States,1
38, Private,65324,15, Prof-specialty,0,0,40, United-States,1
33, Private,351810,13, Prof-specialty,0,0,45, Mexico,0
23, Private,45834,13, Exec-managerial,0,0,50, United-States,0
43, Private,63503,13, Prof-specialty,0,0,40, United-States,1
33, Private,198211,9, Exec-managerial,0,0,40, United-States,0
58, Private,175127,9, Machine-op-inspct,0,0,40, United-States,0
57, Local-gov,198145,14, Protective-serv,0,0,14, United-States,1
41, Private,152742,11, Tech-support,3325,0,40, United-States,0
26, Private,121559,9, Craft-repair,0,0,40, United-States,0
35, Private,166235,10, Machine-op-inspct,0,0,30, United-States,0
30, ?,103651,7, ?,0,0,35, United-States,0
36, Private,193855,9, Craft-repair,0,0,40, United-States,0
24, Private,228649,13, Adm-clerical,0,0,38, United-States,0
23, Private,129583,9, Handlers-cleaners,0,0,16, United-States,0
31, Private,27494,10, Sales,0,0,50, Taiwan,0
48, Private,194772,12, Sales,0,1902,40, United-States,1
51, Self-emp-not-inc,156802,9, Farming-fishing,3103,0,60, United-States,1
46, Private,182689,10, Sales,0,0,40, United-States,0
43, Local-gov,169203,11, Adm-clerical,0,0,35, United-States,0
39, Self-emp-not-inc,195253,15, Prof-specialty,0,0,45, United-States,1
32, Self-emp-not-inc,37232,15, Prof-specialty,7688,0,45, United-States,1
44, Private,168515,10, Adm-clerical,0,0,40, Germany,0
38, Self-emp-not-inc,423616,9, Sales,0,0,24, United-States,1
50, Private,128814,9, Other-service,0,0,25, United-States,0
56, ?,275943,10, ?,0,0,40, Nicaragua,0
54, Self-emp-not-inc,168723,9, Sales,0,0,40, United-States,0
46, Private,72619,10, Exec-managerial,0,0,40, United-States,1
27, Private,220748,9, Handlers-cleaners,0,0,48, United-States,0
49, State-gov,207120,9, Handlers-cleaners,0,0,40, United-States,1
24, Private,100321,13, Prof-specialty,0,0,45, United-States,0
39, Private,288551,9, Craft-repair,0,0,40, United-States,0
31, Private,32550,6, Handlers-cleaners,0,0,40, United-States,0
39, Private,305597,9, Craft-repair,0,0,40, United-States,1
47, Self-emp-not-inc,107231,16, Prof-specialty,0,0,35, United-States,1
28, Local-gov,211920,9, Protective-serv,0,0,40, United-States,0
34, Private,195576,13, Exec-managerial,0,0,50, United-States,1
20, Private,39764,9, Handlers-cleaners,0,0,40, United-States,0
55, Self-emp-not-inc,248841,14, Prof-specialty,0,1977,40, United-States,1
52, Private,164135,9, Exec-managerial,0,0,50, United-States,1
43, Local-gov,174491,9, Tech-support,0,0,40, United-States,0
61, Local-gov,177189,13, Prof-specialty,0,0,42, United-States,0
34, Private,303867,13, Prof-specialty,0,0,40, United-States,1
40, State-gov,199381,14, Prof-specialty,15024,0,37, United-States,1
61, ?,116230,13, ?,0,0,40, United-States,1
44, Private,313022,11, Exec-managerial,0,0,40, United-States,1
24, Local-gov,150084,10, Protective-serv,0,0,60, United-States,0
23, Private,449432,10, Adm-clerical,0,0,40, United-States,0
33, Private,207301,12, Exec-managerial,0,0,40, United-States,0
43, Private,188808,14, Exec-managerial,0,0,45, United-States,1
29, State-gov,204516,14, Prof-specialty,0,0,15, United-States,0
41, Local-gov,81054,10, Exec-managerial,0,0,25, United-States,0
29, Private,535978,10, Craft-repair,0,0,45, United-States,0
26, Private,213799,6, Handlers-cleaners,0,0,40, United-States,0
48, State-gov,44434,14, Prof-specialty,0,0,61, United-States,1
41, Private,101593,14, Prof-specialty,15024,0,50, United-States,1
46, Private,193047,9, Exec-managerial,0,0,40, United-States,1
27, Private,207352,13, Tech-support,0,0,40, India,1
36, Private,353524,9, Exec-managerial,1831,0,40, United-States,0
22, Private,129172,10, Other-service,0,0,16, United-States,0
59, Private,304779,4, Machine-op-inspct,0,0,40, United-States,0
58, ?,158611,9, ?,0,0,50, United-States,0
76, ?,201986,7, ?,0,0,16, United-States,0
51, Private,340588,2, Other-service,0,0,54, Mexico,0
31, State-gov,55849,10, Craft-repair,0,0,40, United-States,0
50, Private,153931,9, Adm-clerical,0,0,40, United-States,0
38, Private,174571,6, Craft-repair,0,0,45, United-States,0
22, Private,166371,9, Other-service,0,0,40, ?,0
73, Private,92298,7, Machine-op-inspct,0,0,15, United-States,0
21, Private,383603,6, Other-service,0,0,35, United-States,0
55, Private,323706,10, Exec-managerial,0,1902,40, United-States,1
39, Private,91367,14, Exec-managerial,0,1848,45, United-States,1
21, Private,132243,12, Other-service,0,0,5, United-States,0
51, Private,182740,9, Prof-specialty,0,0,40, United-States,0
63, Private,163809,10, Sales,0,0,20, United-States,0
26, Private,183965,9, Craft-repair,0,0,40, United-States,0
50, Self-emp-not-inc,37913,13, Exec-managerial,0,0,40, Italy,1
34, Private,30497,13, Exec-managerial,15024,0,60, United-States,1
42, Private,94600,9, Craft-repair,5178,0,40, United-States,1
46, Private,358585,10, Craft-repair,0,0,40, United-States,1
23, Private,394612,13, Tech-support,0,0,40, United-States,0
46, Self-emp-not-inc,176863,9, Exec-managerial,0,0,40, United-States,0
41, State-gov,197558,13, Exec-managerial,0,0,40, United-States,0
32, Private,229051,10, Prof-specialty,0,0,40, United-States,0
32, Private,113838,10, Handlers-cleaners,0,0,40, United-States,0
61, Self-emp-inc,253101,10, Sales,0,0,20, United-States,0
49, Private,200949,6, Other-service,0,0,38, Peru,0
38, ?,121135,9, ?,0,0,40, United-States,0
44, Self-emp-inc,153132,13, Exec-managerial,7688,0,52, United-States,1
57, State-gov,32694,16, Prof-specialty,0,0,40, United-States,1
57, Self-emp-not-inc,79539,9, Farming-fishing,0,0,40, United-States,0
26, Private,153434,9, Other-service,0,0,24, United-States,0
54, State-gov,197184,13, Exec-managerial,0,0,38, United-States,0
17, Private,286960,7, Prof-specialty,0,0,40, United-States,0
26, Self-emp-not-inc,137795,13, Exec-managerial,0,0,20, United-States,0
39, Local-gov,287031,14, Prof-specialty,0,0,45, United-States,1
24, Private,254293,13, Exec-managerial,2174,0,45, United-States,0
33, Self-emp-not-inc,182926,13, Transport-moving,0,0,40, ?,0
32, Private,191777,11, Exec-managerial,0,0,35, England,0
65, Private,180807,9, Protective-serv,991,0,20, United-States,0
26, Private,152452,13, Tech-support,0,0,50, United-States,0
22, State-gov,178818,10, Prof-specialty,0,0,20, United-States,0
30, Local-gov,164493,10, Adm-clerical,0,0,10, United-States,0
21, Private,399022,9, Farming-fishing,0,0,24, United-States,0
30, Private,271710,13, Sales,7298,0,50, United-States,1
38, Private,127601,10, Handlers-cleaners,0,0,35, United-States,0
24, Private,145964,13, Exec-managerial,0,0,40, United-States,1
53, Private,151411,13, Prof-specialty,0,0,45, United-States,1
74, Self-emp-inc,167537,10, Exec-managerial,0,0,35, United-States,1
23, Private,136824,10, Other-service,0,0,20, United-States,0
66, Private,201197,13, Prof-specialty,0,0,45, United-States,1
34, Private,114691,10, Exec-managerial,0,0,50, United-States,1
17, Private,347322,6, Sales,0,0,20, United-States,0
28, Private,112403,9, Craft-repair,2354,0,40, United-States,0
29, Private,423158,10, Tech-support,0,0,40, United-States,0
40, Private,173858,4, Other-service,0,0,42, Cambodia,0
40, Private,126868,9, Machine-op-inspct,0,0,40, United-States,0
62, Self-emp-not-inc,162249,9, Transport-moving,0,0,30, United-States,0
45, Private,246431,13, Prof-specialty,0,0,30, United-States,0
28, Private,191088,9, Other-service,0,1741,52, United-States,0
36, Private,223433,14, Sales,7688,0,50, United-States,1
52, Local-gov,512103,10, Transport-moving,0,0,40, United-States,0
42, Private,212894,11, Adm-clerical,2407,0,40, United-States,0
36, Private,152744,13, Sales,0,0,40, South,0
34, Private,113530,13, Exec-managerial,0,0,40, United-States,0
39, Self-emp-not-inc,52187,9, Exec-managerial,0,0,40, United-States,0
37, Private,166339,10, Tech-support,0,0,40, United-States,0
22, Private,37894,9, Other-service,0,0,35, United-States,0
53, Private,157069,12, Machine-op-inspct,0,0,40, United-States,1
56, Self-emp-not-inc,201318,5, Exec-managerial,3411,0,50, Columbia,0
22, Private,164922,9, Other-service,0,0,40, United-States,0
21, Private,178255,10, Adm-clerical,0,0,30, Columbia,0
52, Private,145166,13, Exec-managerial,15024,0,55, United-States,1
36, Private,116608,9, Exec-managerial,0,0,40, United-States,0
65, Self-emp-inc,157403,9, Sales,0,0,50, United-States,0
32, Private,175052,9, Adm-clerical,0,0,40, United-States,0
36, Self-emp-not-inc,206520,13, Craft-repair,0,0,40, United-States,0
69, ?,171050,9, ?,0,0,9, United-States,0
31, Private,158162,13, Exec-managerial,13550,0,50, United-States,1
43, Private,152420,10, Machine-op-inspct,0,0,50, United-States,0
18, Private,283637,10, Adm-clerical,0,0,40, United-States,0
66, ?,107744,10, ?,0,0,40, United-States,0
43, Self-emp-inc,244945,13, Prof-specialty,0,0,60, United-States,0
61, Private,210464,9, Adm-clerical,0,0,35, United-States,0
46, Local-gov,297759,10, Tech-support,0,0,40, United-States,0
53, Self-emp-not-inc,168539,5, Farming-fishing,0,0,70, United-States,0
44, Private,343591,9, Craft-repair,14344,0,40, United-States,1
62, ?,129246,9, ?,0,0,40, United-States,0
74, Self-emp-not-inc,119129,9, Sales,0,2149,20, United-States,0
17, Private,438996,6, Other-service,0,0,40, Mexico,0
22, ?,306031,10, ?,0,0,40, United-States,0
28, Self-emp-inc,201186,9, Sales,99999,0,40, United-States,1
31, Self-emp-not-inc,265807,11, Exec-managerial,3137,0,50, United-States,0
50, Private,44116,9, Craft-repair,0,0,40, United-States,0
20, Private,47678,9, Craft-repair,0,0,40, United-States,0
44, Federal-gov,192771,9, Adm-clerical,0,0,40, United-States,0
29, Private,164711,10, Handlers-cleaners,0,0,40, United-States,0
30, Private,54608,10, Machine-op-inspct,0,0,48, United-States,0
49, Local-gov,269527,14, Prof-specialty,7298,0,40, United-States,1
25, Private,126974,9, Craft-repair,0,0,40, United-States,0
22, Self-emp-inc,150683,9, Machine-op-inspct,0,0,24, United-States,0
57, Local-gov,190748,10, Exec-managerial,0,0,35, United-States,0
51, Private,120914,6, Farming-fishing,0,0,40, United-States,0
41, Self-emp-not-inc,227065,10, Craft-repair,0,0,40, United-States,0
30, Private,296462,14, Prof-specialty,0,0,30, United-States,0
52, Local-gov,40641,6, Craft-repair,5013,0,40, United-States,0
43, Private,221172,13, Exec-managerial,0,0,35, United-States,0
52, Federal-gov,154521,9, Adm-clerical,0,0,44, United-States,1
37, Self-emp-not-inc,154410,14, Exec-managerial,0,0,40, United-States,0
17, Private,112795,6, Other-service,0,0,15, United-States,0
61, Local-gov,101265,9, Adm-clerical,1471,0,35, United-States,0
23, Private,162551,13, Adm-clerical,0,0,20, United-States,0
64, ?,208862,9, ?,0,0,50, United-States,1
62, Local-gov,114045,9, Other-service,0,0,35, United-States,0
37, Private,161141,9, Handlers-cleaners,0,0,40, United-States,0
42, Private,254773,13, Exec-managerial,0,0,50, United-States,1
35, Private,241126,14, Sales,0,0,40, United-States,1
71, Self-emp-not-inc,163293,15, Farming-fishing,0,0,2, United-States,0
61, Private,95929,5, Other-service,0,0,40, United-States,0
33, Local-gov,34080,10, Protective-serv,0,0,40, United-States,1
52, Private,154342,9, Craft-repair,0,0,48, United-States,1
53, Private,375134,10, Sales,0,0,60, United-States,1
45, Private,119904,9, Tech-support,0,0,50, United-States,1
64, Self-emp-not-inc,178472,5, Transport-moving,0,0,45, United-States,0
43, Private,336042,9, Transport-moving,0,0,40, United-States,0
40, Private,214010,13, Other-service,0,0,37, United-States,0
25, Private,430084,10, Transport-moving,0,0,40, United-States,0
27, Private,105598,9, Adm-clerical,0,0,40, United-States,0
36, Self-emp-not-inc,27053,9, Other-service,0,0,40, United-States,0
30, Private,347166,9, Exec-managerial,0,0,60, United-States,0
20, Private,305446,9, Other-service,0,0,30, United-States,0
38, Private,85244,13, Craft-repair,0,0,40, United-States,0
29, Federal-gov,196912,13, Prof-specialty,0,0,40, United-States,0
29, Private,142555,14, Prof-specialty,0,0,42, United-States,0
51, Local-gov,47415,12, Adm-clerical,0,1628,30, United-States,0
27, Private,189589,10, Tech-support,0,0,40, United-States,0
50, Private,176157,14, Exec-managerial,0,0,50, United-States,1
33, Private,164190,14, Prof-specialty,0,0,20, United-States,0
64, ?,196288,12, ?,0,0,20, United-States,0
43, ?,174662,10, ?,0,0,40, United-States,0
48, Private,176140,7, Other-service,0,0,40, United-States,0
22, Private,109815,10, Adm-clerical,0,0,40, United-States,0
39, Private,348960,9, Handlers-cleaners,0,0,40, United-States,0
34, Local-gov,226296,13, Protective-serv,0,0,40, United-States,1
32, Private,232766,10, Adm-clerical,0,0,40, United-States,0
40, Private,105936,13, Prof-specialty,0,0,40, United-States,0
53, Private,121618,4, Transport-moving,0,0,40, United-States,0
23, Private,543028,9, Sales,0,0,40, United-States,0
45, State-gov,94754,14, Adm-clerical,0,0,40, India,0
20, Private,148940,9, Handlers-cleaners,0,0,40, United-States,0
25, Private,278404,13, Prof-specialty,0,0,40, United-States,0
84, ?,127184,3, ?,0,0,20, United-States,0
90, Private,115306,14, Exec-managerial,0,0,40, United-States,0
35, Private,241306,11, Tech-support,0,0,40, United-States,1
32, Private,80058,7, Sales,0,0,43, United-States,1
35, Private,85399,9, Machine-op-inspct,0,0,40, United-States,0
25, Private,267284,9, Handlers-cleaners,0,0,40, United-States,0
22, ?,243190,10, ?,0,0,40, China,0
53, Private,312446,13, Exec-managerial,0,0,60, United-States,1
22, Private,204935,9, Machine-op-inspct,0,0,40, United-States,0
23, Private,150463,9, Priv-house-serv,0,0,40, Guatemala,0
47, Private,166181,10, Adm-clerical,0,0,48, United-States,1
45, Self-emp-inc,142719,13, Exec-managerial,0,0,40, United-States,1
59, Private,214052,3, Machine-op-inspct,0,0,40, United-States,0
32, Private,351869,10, Transport-moving,0,1485,45, United-States,1
68, ?,255276,10, ?,0,0,48, United-States,1
32, Private,182975,10, Tech-support,0,0,20, United-States,0
44, Self-emp-not-inc,83812,13, Exec-managerial,0,0,60, United-States,0
24, Private,112854,10, Tech-support,0,0,16, United-States,0
19, Private,228939,9, Handlers-cleaners,0,0,35, United-States,0
32, Private,159442,15, Sales,13550,0,50, United-States,1
18, ?,261276,10, ?,0,1602,40, Cambodia,0
71, Private,180733,14, Other-service,0,0,20, United-States,0
47, Local-gov,37672,13, Prof-specialty,0,0,45, United-States,0
37, State-gov,239409,14, Prof-specialty,0,0,60, United-States,1
18, Private,256967,6, Sales,0,0,40, United-States,0
23, Private,194723,13, Adm-clerical,0,0,40, United-States,0
54, Private,198546,14, Adm-clerical,0,0,38, United-States,0
46, Private,305160,2, Handlers-cleaners,0,0,40, Mexico,0
53, Private,200190,10, Craft-repair,0,0,40, United-States,1
50, Private,138514,10, Adm-clerical,0,0,40, United-States,0
39, Private,139012,13, Adm-clerical,0,0,40, Philippines,1
29, State-gov,301582,10, Protective-serv,0,0,40, United-States,0
35, Private,198202,9, Exec-managerial,0,0,54, United-States,0
28, Private,421967,13, Exec-managerial,0,0,60, United-States,1
45, Local-gov,197332,13, Exec-managerial,0,0,40, United-States,0
19, Private,552354,8, Machine-op-inspct,0,0,40, United-States,0
49, Private,225124,9, Other-service,0,0,40, United-States,0
61, Private,171429,7, Other-service,0,0,36, United-States,0
42, Private,195821,9, Sales,0,0,40, United-States,0
40, Private,139193,9, Craft-repair,0,0,40, United-States,0
40, Federal-gov,163215,13, Prof-specialty,0,0,40, ?,0
47, Private,164113,10, Craft-repair,7688,0,40, United-States,1
28, Private,291374,9, Adm-clerical,0,0,40, United-States,0
40, Private,388725,10, Exec-managerial,0,0,40, United-States,0
42, Private,194636,9, Sales,0,0,40, United-States,0
53, Private,71772,16, Prof-specialty,0,0,50, United-States,0
62, Private,271431,5, Other-service,0,0,42, United-States,0
37, Private,405723,2, Machine-op-inspct,0,0,40, Mexico,0
54, Private,284129,10, Transport-moving,0,0,45, United-States,1
45, Self-emp-not-inc,285335,4, Craft-repair,0,0,10, United-States,0
47, Private,262244,13, Sales,0,0,60, United-States,1
30, Self-emp-not-inc,176185,12, Sales,0,0,60, Iran,0
47, Private,278322,10, Prof-specialty,7688,0,40, United-States,1
52, Self-emp-inc,89041,14, Exec-managerial,15024,0,60, United-States,1
50, Private,34233,9, Farming-fishing,0,0,50, United-States,0
65, Without-pay,172949,9, Transport-moving,2414,0,20, United-States,0
49, Private,129513,14, Sales,0,0,45, United-States,0
20, Private,204641,9, Adm-clerical,0,0,20, United-States,0
42, Private,307638,9, Adm-clerical,0,0,40, United-States,0
21, Private,208503,10, Transport-moving,0,0,10, United-States,0
65, Private,109351,5, Priv-house-serv,0,0,24, United-States,0
23, Private,216867,10, Craft-repair,0,0,37, Mexico,0
37, Private,214738,9, Machine-op-inspct,0,0,40, United-States,0
26, Private,247455,13, Sales,5178,0,42, United-States,1
44, Private,128485,11, Craft-repair,0,0,40, United-States,0
60, Private,225014,9, Other-service,0,0,40, United-States,0
39, Federal-gov,472166,10, Exec-managerial,0,0,40, United-States,0
22, Private,297380,9, Sales,0,0,40, United-States,0
40, Private,242521,11, Craft-repair,0,0,40, United-States,1
36, Private,116608,9, Machine-op-inspct,0,0,38, United-States,0
32, Local-gov,230912,14, Prof-specialty,4865,0,40, United-States,0
39, Private,134367,14, Prof-specialty,0,1977,24, United-States,1
49, Self-emp-inc,119565,14, Sales,0,0,40, United-States,1
35, Private,129305,9, Other-service,0,0,30, United-States,0
66, Private,236879,1, Priv-house-serv,0,0,40, Guatemala,0
39, Private,286026,13, Adm-clerical,0,0,40, United-States,1
25, State-gov,156848,9, Protective-serv,0,0,35, United-States,0
35, Private,347491,11, Craft-repair,0,0,40, United-States,0
37, Self-emp-not-inc,607848,13, Tech-support,0,0,40, United-States,1
20, Private,290504,9, Other-service,0,0,40, United-States,0
23, Private,275244,9, Machine-op-inspct,0,0,35, United-States,0
36, Private,61178,7, Craft-repair,0,0,40, United-States,0
28, Private,199600,9, Machine-op-inspct,0,0,40, United-States,0
35, Private,257042,10, Prof-specialty,0,0,50, United-States,0
31, Private,137290,13, Exec-managerial,0,0,55, United-States,1
56, Self-emp-not-inc,196307,13, Prof-specialty,0,0,20, United-States,0
42, Private,154374,13, Transport-moving,0,0,58, United-States,0
31, Private,148600,9, Machine-op-inspct,0,0,40, United-States,0
59, Local-gov,93211,13, Exec-managerial,0,0,22, United-States,1
39, Local-gov,327164,14, Exec-managerial,0,0,45, United-States,0
20, Private,176321,8, Adm-clerical,0,0,40, Mexico,0
25, Private,188507,4, Machine-op-inspct,0,0,40, Dominican-Republic,0
26, Self-emp-not-inc,224361,4, Transport-moving,0,0,75, United-States,0
34, Private,114955,12, Machine-op-inspct,0,0,40, United-States,0
41, Private,163322,7, Exec-managerial,0,0,36, United-States,0
32, Local-gov,199539,10, Protective-serv,0,0,40, United-States,1
41, Private,349703,12, Farming-fishing,0,0,40, United-States,0
30, Private,117393,9, Sales,0,0,40, United-States,0
47, Private,45857,9, Adm-clerical,0,0,40, United-States,0
25, Private,182771,10, Sales,0,0,40, United-States,0
50, Private,200618,12, Craft-repair,0,0,40, United-States,0
17, Local-gov,170916,6, Protective-serv,0,1602,40, United-States,0
65, Self-emp-not-inc,37092,11, Farming-fishing,0,0,25, United-States,0
40, Self-emp-not-inc,45093,9, Craft-repair,0,0,45, Canada,0
26, State-gov,169323,14, Prof-specialty,0,0,40, United-States,0
38, Private,190759,7, Craft-repair,0,0,40, United-States,0
51, ?,43909,9, ?,0,0,40, United-States,0
25, Private,88922,9, Transport-moving,0,0,40, United-States,0
48, Private,395368,10, Handlers-cleaners,0,0,40, United-States,0
31, Private,145377,13, Sales,0,0,60, United-States,0
54, State-gov,161334,14, Prof-specialty,0,0,40, China,0
21, Private,235442,9, Adm-clerical,0,0,40, United-States,0
49, Private,122177,9, Handlers-cleaners,0,0,80, United-States,0
53, Private,180439,13, Craft-repair,0,0,40, United-States,1
18, Private,96445,10, Other-service,0,0,24, United-States,0
21, State-gov,145651,10, Sales,0,1602,12, United-States,0
39, Private,358753,11, Craft-repair,7688,0,40, United-States,1
36, Private,156400,10, Adm-clerical,0,0,40, United-States,0
41, Local-gov,168071,9, Exec-managerial,0,0,45, United-States,0
32, Private,309513,9, Craft-repair,0,0,50, United-States,0
18, Private,184016,7, Sales,0,0,20, United-States,0
33, Private,66278,14, Prof-specialty,0,0,40, United-States,0
41, Private,23646,14, Prof-specialty,0,0,40, United-States,0
47, Private,103020,4, Machine-op-inspct,0,0,40, Puerto-Rico,0
44, State-gov,174675,9, Prof-specialty,0,0,40, United-States,1
60, Private,224097,9, Craft-repair,0,0,40, United-States,0
37, Private,335168,10, Sales,0,0,55, United-States,0
31, Self-emp-not-inc,268482,5, Craft-repair,0,0,40, United-States,0
36, Private,183279,9, Craft-repair,0,0,40, United-States,0
39, Private,22494,13, Exec-managerial,0,0,40, United-States,0
35, Private,209993,7, Priv-house-serv,0,0,8, Mexico,0
39, Local-gov,272166,13, Prof-specialty,0,0,30, United-States,0
32, Private,553405,13, Sales,99999,0,50, United-States,1
41, Self-emp-inc,75742,15, Prof-specialty,0,0,45, El-Salvador,1
51, Self-emp-inc,139127,10, Exec-managerial,0,0,50, United-States,0
19, Private,201743,10, Other-service,0,0,26, United-States,0
24, Private,125905,9, Craft-repair,0,0,40, United-States,0
54, Private,206369,9, Machine-op-inspct,5178,0,50, United-States,1
43, Federal-gov,144778,13, Exec-managerial,0,0,40, United-States,1
65, State-gov,215908,9, Adm-clerical,0,2174,40, United-States,1
19, Private,99246,7, Machine-op-inspct,0,0,25, United-States,0
37, Private,94334,4, Machine-op-inspct,0,0,25, United-States,0
37, State-gov,191779,10, Craft-repair,0,0,40, United-States,0
21, Private,33616,10, Adm-clerical,0,0,25, United-States,0
45, Private,167523,9, Transport-moving,0,2179,45, United-States,0
38, Private,205493,9, Exec-managerial,0,0,60, United-States,1
38, Private,223433,9, Machine-op-inspct,0,0,40, United-States,0
27, State-gov,192257,9, Protective-serv,2174,0,40, United-States,0
39, Private,103260,13, Craft-repair,0,0,30, United-States,1
33, Private,284531,13, Sales,0,0,40, United-States,0
32, Private,168854,13, Sales,0,1848,50, United-States,1
23, Private,187513,10, Other-service,0,0,32, United-States,0
59, State-gov,192258,16, Prof-specialty,0,0,40, United-States,1
61, Federal-gov,230545,9, Adm-clerical,0,0,35, Puerto-Rico,0
55, Self-emp-not-inc,193374,9, Craft-repair,0,0,40, United-States,0
53, Private,155963,13, Sales,0,0,30, United-States,0
33, Private,187560,11, Sales,0,0,36, United-States,0
23, Private,287988,10, Adm-clerical,0,0,20, United-States,0
29, Private,452205,9, Other-service,0,0,36, United-States,0
32, Private,168906,12, Adm-clerical,0,0,40, United-States,0
28, Private,210313,6, Handlers-cleaners,0,0,40, Mexico,0
61, Private,29059,9, Sales,0,2754,25, United-States,0
22, ?,229997,10, ?,0,0,40, United-States,0
23, ?,154373,13, ?,0,0,50, United-States,0
61, State-gov,130466,9, Adm-clerical,0,0,40, United-States,0
23, Private,412248,12, Other-service,0,0,25, United-States,0
69, Self-emp-not-inc,170877,9, Sales,0,0,48, United-States,0
34, Private,204461,16, Prof-specialty,0,0,60, United-States,1
39, Private,164866,9, Machine-op-inspct,0,0,42, United-States,1
51, Local-gov,168539,13, Exec-managerial,0,0,50, United-States,1
51, Private,174754,9, Other-service,0,0,38, United-States,0
47, Private,169180,14, Prof-specialty,0,0,35, United-States,0
39, Self-emp-not-inc,126569,15, Prof-specialty,15024,0,60, United-States,1
